Day,DailyAverage,TempAvg,TempMin,TempMax,Precip,WindSpeed,Pressure,is_holiday_full,is_holiday_half,is_holiday_any,weekday,is_sunday,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_weekend_israel,is_workday_israel,is_bridge_israel,thursday_before_long_weekend,sunday_after_long_weekend,day_category_israel
2023-11-17,74655.0,20.9,16.2,26.0,1.2,7.5,1016.5,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-11-18,71473.0,20.9,16.2,26.0,3.2,8.7,1013.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-11-19,73002.0,17.5,14.2,19.5,77.6,17.7,1005.9,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-11-20,69432.0,18.2,13.7,21.0,6.4,22.5,1009.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-11-21,70047.0,18.1,12.6,23.0,0.0,10.2,1017.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-11-22,64519.0,18.2,12.9,24.0,0.0,21.5,1017.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-11-23,65001.0,20.2,14.0,25.0,0.0,19.4,1014.6,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-11-24,57737.0,18.7,14.0,25.0,0.0,11.0,1012.1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-11-25,58763.0,18.7,15.1,23.0,0.0,16.7,1008.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-11-26,70707.0,20.4,16.8,24.0,0.4,21.7,1009.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-11-27,70047.0,17.8,11.2,21.0,5.2,21.5,1015.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-11-28,67213.0,15.5,10.2,20.0,0.0,9.5,1019.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-11-29,65871.0,16.6,11.0,23.0,0.0,12.9,1018.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-11-30,68671.0,18.0,13.2,23.0,0.0,11.5,1018.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-12-01,64627.0,16.8,11.3,22.0,0.0,10.0,1020.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-12-02,61957.0,17.6,11.7,24.0,0.0,9.2,1019.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-12-03,69783.0,19.8,12.8,26.0,0.0,16.4,1018.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-12-04,74050.0,22.3,16.1,28.0,0.0,17.7,1015.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-12-05,77572.0,20.4,13.6,26.0,7.0,10.1,1013.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-06,79404.0,18.6,15.0,23.0,9.0,11.0,1014.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-07,81029.0,17.9,14.0,22.0,1.3,10.2,1017.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-12-08,70538.0,18.2,13.4,24.0,0.2,10.6,1012.2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-12-09,66401.0,16.2,12.9,20.0,6.3,10.4,1013.3,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-12-10,72924.0,16.8,10.7,22.0,0.0,12.4,1016.5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-12-11,76165.0,17.4,12.4,23.0,0.0,11.5,1013.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-12-12,74801.0,16.3,11.5,22.0,1.0,9.4,1013.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-13,75494.0,16.5,12.1,21.0,9.1,11.8,1015.3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-14,73459.0,16.4,11.3,21.0,0.0,6.6,1021.2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-12-15,63936.0,16.3,11.8,22.0,0.0,13.6,1022.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-12-16,60091.0,17.3,11.5,22.0,0.0,17.6,1020.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-12-17,70623.0,16.5,9.9,22.0,0.0,8.2,1021.6,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-12-18,68959.0,16.3,11.6,22.0,0.0,9.7,1020.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-12-19,65336.0,14.9,10.6,21.0,0.0,11.3,1019.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-20,64512.0,15.5,8.8,20.0,0.0,21.5,1017.1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-21,65031.0,16.3,11.5,19.0,0.3,24.8,1011.6,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-12-22,61828.0,16.2,13.8,19.0,50.5,22.6,1009.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-12-23,61745.0,17.0,14.5,19.0,70.8,20.3,1010.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-12-24,70357.0,16.9,12.2,21.0,1.3,8.8,1017.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2023-12-25,69081.0,15.4,10.9,22.0,0.1,7.0,1021.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2023-12-26,70005.0,16.7,10.2,22.0,0.0,13.3,1021.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-27,68716.0,18.9,14.6,22.0,0.3,22.8,1017.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2023-12-28,71449.0,16.9,11.9,21.0,0.0,10.0,1020.0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2023-12-29,60371.0,16.2,11.4,22.0,0.0,11.4,1021.7,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2023-12-30,58735.0,15.7,10.8,22.0,0.0,9.2,1021.4,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2023-12-31,66430.0,15.9,10.7,22.0,0.0,10.4,1019.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-01-01,66667.0,15.2,9.7,22.0,0.0,7.4,1020.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-01-02,67663.0,15.3,10.9,20.0,0.4,6.8,1019.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-03,72536.0,15.6,11.6,21.0,1.9,7.5,1019.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-04,72581.0,16.0,11.7,21.0,0.0,8.0,1019.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-01-05,63949.0,16.2,11.4,21.0,1.5,9.5,1019.7,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-01-06,64532.0,17.1,13.2,22.0,0.0,9.7,1021.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-01-07,67849.0,17.5,10.7,24.0,0.0,16.4,1018.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-01-08,68758.0,16.5,11.8,24.0,0.0,9.2,1017.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-01-09,69637.0,15.7,10.0,21.0,0.0,9.8,1015.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-10,68419.0,15.4,11.7,20.0,13.4,13.4,1015.1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-11,69710.0,14.6,11.2,18.0,28.8,13.8,1014.7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-01-12,61900.0,15.4,11.8,19.0,28.0,17.4,1013.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-01-13,58191.0,15.7,12.6,18.0,20.8,19.4,1010.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-01-14,69743.0,14.9,10.6,19.0,23.6,10.5,1014.5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-01-15,69172.0,13.0,9.3,17.0,3.8,9.6,1021.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-01-16,67306.0,13.8,9.5,20.0,0.0,9.9,1022.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-17,68642.0,13.5,9.9,18.0,0.0,8.8,1020.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-18,69665.0,14.1,9.5,20.0,0.0,8.1,1021.6,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-01-19,61715.0,14.5,9.8,20.0,0.0,7.6,1021.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-01-20,61053.0,14.5,9.2,22.0,0.0,7.9,1020.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-01-21,68219.0,15.6,11.7,21.0,0.0,11.1,1016.4,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-01-22,71678.0,16.9,11.9,23.0,0.7,13.5,1013.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-01-23,75005.0,16.0,11.1,20.0,12.8,16.7,1015.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-24,70371.0,13.6,9.8,18.0,13.4,7.9,1018.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-25,68596.0,13.2,10.2,17.0,4.2,10.0,1017.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-01-26,59206.0,13.5,9.4,17.0,25.6,13.8,1013.7,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-01-27,54442.0,11.9,7.3,16.0,5.7,13.7,1016.4,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-01-28,65894.0,11.6,7.2,16.0,11.8,10.4,1019.2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-01-29,66594.0,10.9,8.7,14.0,10.3,11.5,1017.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-01-30,65807.0,10.6,9.0,12.0,30.4,18.1,1017.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-01-31,65685.0,10.0,6.3,12.3,7.6,14.7,1021.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-01,64706.0,9.4,6.0,13.0,5.5,11.0,1019.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-02-02,56826.0,11.7,9.1,17.0,2.5,13.1,1018.5,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-02-03,57828.0,12.0,9.1,16.0,6.4,12.6,1021.6,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-02-04,69923.0,12.1,9.6,16.0,11.2,12.4,1022.5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-02-05,71991.0,13.2,9.3,17.0,8.0,11.5,1022.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-02-06,68268.0,14.8,10.5,19.0,0.2,7.3,1024.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-07,72822.0,14.8,9.5,20.0,0.0,8.2,1024.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-08,69437.0,16.0,9.8,23.0,0.0,10.6,1019.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-02-09,59673.0,14.2,8.9,20.0,0.8,7.2,1017.2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-02-10,58493.0,14.2,9.6,19.0,0.2,8.7,1019.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-02-11,66814.0,14.0,7.7,21.0,0.0,9.2,1021.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-02-12,67236.0,16.8,10.8,22.0,0.0,17.7,1017.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-02-13,69157.0,18.0,14.3,22.0,1.5,16.6,1009.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-14,70416.0,14.4,11.2,17.2,8.7,11.7,1008.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-15,69411.0,12.8,9.7,17.0,4.4,11.1,1011.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-02-16,58656.0,11.6,9.7,14.0,9.0,14.5,1014.1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-02-17,58905.0,12.9,10.1,16.0,5.2,14.0,1019.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-02-18,69951.0,13.8,10.1,19.0,10.4,9.6,1020.8,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-02-19,69526.0,14.0,9.1,18.0,6.5,10.7,1018.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-02-20,68567.0,12.2,8.3,18.0,0.7,7.8,1019.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-21,68188.0,13.5,8.3,19.0,0.0,9.3,1020.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-22,67726.0,14.2,8.7,19.0,0.0,8.7,1019.7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-02-23,59414.0,14.1,9.6,18.0,0.0,8.6,1019.6,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-02-24,60999.0,15.2,11.2,19.0,0.0,9.5,1018.8,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-02-25,70780.0,14.5,9.6,19.0,0.1,8.9,1019.5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-02-26,71271.0,15.3,9.4,23.0,0.0,10.5,1013.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-02-27,60787.0,15.7,11.3,20.0,0.0,16.9,1014.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-28,64432.0,15.1,9.8,21.0,0.0,15.4,1020.0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-02-29,62861.0,16.0,10.9,22.0,0.0,20.6,1020.7,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-03-01,53564.0,16.4,11.6,22.0,0.0,25.8,1016.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-03-02,55237.0,17.4,13.1,23.0,3.9,22.1,1012.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-03-03,69174.0,16.4,11.9,19.0,9.8,13.7,1014.5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-03-04,70958.0,15.0,10.5,20.0,0.7,7.8,1015.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-03-05,68052.0,15.1,9.8,21.0,0.0,8.7,1015.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-06,68707.0,15.6,11.0,21.0,2.7,10.4,1014.6,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-07,67481.0,15.7,11.1,19.0,2.3,9.4,1017.0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-03-08,53584.0,15.2,10.4,20.0,1.2,8.3,1017.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-03-09,51226.0,15.1,10.6,19.0,2.4,8.8,1016.4,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-03-10,61138.0,14.4,9.5,19.0,0.0,8.9,1016.3,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-03-11,62307.0,14.9,9.4,19.0,0.0,12.0,1021.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-03-12,68036.0,18.0,10.4,27.0,0.0,16.0,1018.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-13,71246.0,19.4,14.5,27.0,0.0,14.8,1013.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-14,71599.0,16.6,13.0,20.0,0.5,8.7,1015.3,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-03-15,61395.0,15.2,10.6,19.0,1.2,8.9,1017.0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-03-16,58181.0,14.9,9.1,19.0,1.3,8.9,1018.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-03-17,67253.0,16.6,11.8,21.0,0.1,14.2,1012.2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-03-18,72765.0,17.8,14.5,21.0,8.1,14.9,1006.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-03-19,71394.0,14.9,12.6,18.0,11.0,14.1,1010.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-20,72575.0,15.8,11.7,20.0,3.4,12.1,1016.1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-21,70132.0,17.3,12.3,24.0,0.8,11.3,1013.8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-03-22,56464.0,16.0,12.1,19.0,1.0,12.5,1012.7,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-03-23,54603.0,14.8,10.4,18.0,0.0,9.5,1012.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-03-24,62756.0,15.0,11.3,18.0,0.1,12.4,1009.7,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,1,Demi-férié
2024-03-25,67160.0,15.8,10.7,20.0,0.0,12.3,1015.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-03-26,34342.0,16.9,10.5,22.0,0.0,15.3,1018.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-03-28,42708.0,21.7,16.6,31.0,0.0,12.5,1014.4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-03-29,66617.0,21.3,17.6,26.0,0.0,8.6,1011.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-03-30,68425.0,20.6,16.0,29.0,0.0,9.8,1015.5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-03-31,79896.0,23.2,17.4,32.0,0.0,13.9,1018.3,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-04-01,76000.0,23.5,18.3,31.0,0.0,12.6,1016.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-04-02,79134.0,22.5,18.8,30.0,0.0,10.8,1012.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-03,81675.0,21.1,17.2,27.0,0.0,9.4,1013.1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-04,79343.0,19.6,15.3,27.0,0.0,7.4,1015.1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-04-05,68043.0,18.9,15.0,25.0,0.0,8.2,1015.3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-04-06,65944.0,18.5,14.4,22.0,0.1,9.3,1013.4,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-04-07,76162.0,18.8,14.0,23.0,0.2,10.9,1010.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-04-08,76707.0,18.7,14.5,24.0,1.5,12.0,1009.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-04-09,75775.0,17.7,14.9,21.0,2.6,14.3,1009.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-10,77135.0,17.6,14.2,21.0,9.7,13.9,1012.2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-11,77524.0,18.7,14.2,23.0,0.6,9.9,1015.9,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-04-12,66883.0,18.5,14.5,22.0,0.0,8.9,1015.8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-04-13,67713.0,18.8,13.4,22.0,0.1,11.0,1014.7,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-04-14,76082.0,19.5,15.0,23.0,0.0,11.0,1013.0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-04-15,79305.0,20.0,14.8,23.0,0.0,10.2,1013.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-04-16,81243.0,20.4,15.3,24.0,0.0,9.5,1014.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-17,80428.0,24.7,18.8,33.0,0.0,13.1,1009.7,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-04-18,78153.0,23.2,18.8,26.0,0.0,13.3,1009.9,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-04-19,67889.0,20.0,16.2,23.0,0.4,10.5,1012.6,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-04-20,67041.0,18.7,13.8,22.0,0.0,9.2,1011.2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-04-21,72757.0,19.6,15.9,22.0,0.6,11.6,1014.8,0,0,0,6,1,0,0,0,0,0,0,0,1,1,0,0,Pont
2024-04-22,61862.0,19.0,13.6,23.0,0.0,10.1,1018.5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-04-23,65198.0,22.0,16.6,27.0,0.0,11.3,1016.0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Férié complet
2024-04-24,76930.0,28.2,20.8,39.0,0.0,16.9,1010.0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Demi-férié
2024-04-25,80635.0,30.6,23.0,40.0,0.0,18.7,1005.3,0,1,1,3,0,0,0,0,1,0,0,0,1,0,1,0,Demi-férié
2024-04-26,67414.0,23.3,21.4,26.0,0.0,9.9,1007.5,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-04-27,66747.0,22.1,20.1,25.0,0.4,10.1,1008.9,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-04-28,67328.0,22.4,19.4,26.0,0.0,10.5,1010.9,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-04-29,66635.0,21.6,19.0,24.0,0.0,10.7,1011.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Demi-férié
2024-04-30,78853.0,21.6,18.8,25.0,0.0,11.7,1009.4,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Demi-férié
2024-05-01,82812.0,21.6,17.6,25.0,0.3,11.1,1009.2,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,Férié complet
2024-05-02,79717.0,21.6,18.6,25.0,0.0,11.6,1009.3,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,Pont
2024-05-03,44563.0,21.5,18.7,24.0,0.0,13.3,1009.4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
2024-05-04,62147.0,21.7,17.7,25.0,0.0,14.8,1011.0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,Samedi (WE)
2024-05-05,71418.0,19.7,15.9,23.0,0.8,14.5,1009.1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,Dimanche (ouvrable)
2024-05-06,73318.0,19.5,14.9,23.0,2.8,11.6,1010.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lundi
2024-05-07,73631.0,20.0,14.9,24.0,0.0,11.6,1014.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-08,73561.0,19.2,13.1,23.0,0.0,11.2,1015.8,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,Jour ouvrable normal
2024-05-09,78626.0,24.1,16.8,35.0,0.0,14.4,1010.0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,Jeudi avant WE long
2024-05-10,71075.0,28.3,20.4,38.0,0.0,14.8,1006.9,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,Vendredi (WE)
